i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;800;320;7845;0,0146885;0,000718355;0,0139701
2;8;800;320;7845;0,0120206;0,000701904;0,0113187
3;8;800;320;7845;0,0116553;0,000687599;0,0109677
4;8;800;320;7845;0,0108719;0,000687838;0,010184
5;8;800;320;7845;0,0113823;0,000681162;0,0107012
6;8;800;320;7845;0,0115666;0,000702381;0,0108643
7;8;800;320;7845;0,0111985;0,000661612;0,0105369
8;8;800;320;7845;0,00941443;0,000600815;0,00881362
9;8;800;320;7845;0,0241542;0,000687599;0,0234666
10;8;800;320;7845;0,011668;0,0006392;0,0110288
11;8;800;320;7845;0,0107498;0,00067997;0,0100698
12;8;800;320;7845;0,0115921;0,000624418;0,0109677
13;8;800;320;7845;0,0110459;0,000671864;0,0103741
14;8;800;320;7845;0,0107226;0,000674725;0,0100479
15;8;800;320;7845;0,0112495;0,000625372;0,0106242
16;8;800;320;7845;0,0102167;0,000654221;0,00956249
17;8;800;320;7845;0,0113606;0,000684023;0,0106766
18;8;800;320;7845;0,0111547;0,000657558;0,0104971
19;8;800;320;7845;0,0110376;0,000642538;0,0103951
20;8;800;320;7845;0,0105555;0,000622034;0,00993347
