i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;800;320;7845;0,0251148;0,000644445;0,0244703
2;12;800;320;7845;0,0240436;0,000675201;0,0233684
3;12;800;320;7845;0,0136936;0,0006392;0,0130544
4;12;800;320;7845;0,0139315;0,000661373;0,0132701
5;12;800;320;7845;0,0144734;0,000650406;0,013823
6;12;800;320;7845;0,0137625;0,000633478;0,013129
7;12;800;320;7845;0,0131629;0,000650406;0,0125124
8;12;800;320;7845;0,0129967;0,00064373;0,0123529
9;12;800;320;7845;0,0134659;0,000647545;0,0128183
10;12;800;320;7845;0,0444016;0,000673056;0,0437286
11;12;800;320;7845;0,0139883;0,000649929;0,0133383
12;12;800;320;7845;0,015434;0,000650644;0,0147834
13;12;800;320;7845;0,0128396;0,000644445;0,0121951
14;12;800;320;7845;0,0132682;0,000658274;0,01261
15;12;800;320;7845;0,0136082;0,000663996;0,0129442
16;12;800;320;7845;0,0132372;0,000649929;0,0125873
17;12;800;320;7845;0,0130541;0,000653267;0,0124009
18;12;800;320;7845;0,0132756;0,000654936;0,0126207
19;12;800;320;7845;0,0131209;0,00064826;0,0124726
20;12;800;320;7845;0,0133381;0,000661373;0,0126767
