i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;1600;640;17750;0,0137088;0,00138521;0,0123236
2;4;1600;640;17750;0,0130136;0,00133991;0,0116737
3;4;1600;640;17750;0,0123796;0,00136256;0,0110171
4;4;1600;640;17750;0,0119309;0,00133276;0,0105982
5;4;1600;640;17750;0,012332;0,00128651;0,0110455
6;4;1600;640;17750;0,0122256;0,00137258;0,0108531
7;4;1600;640;17750;0,0123429;0,00140023;0,0109427
8;4;1600;640;17750;0,0117862;0,00123644;0,0105498
9;4;1600;640;17750;0,0125446;0,00138927;0,0111554
10;4;1600;640;17750;0,0123096;0,00136399;0,0109456
11;4;1600;640;17750;0,0119667;0,00125718;0,0107095
12;4;1600;640;17750;0,0120163;0,00130272;0,0107136
13;4;1600;640;17750;0,012382;0,00138927;0,0109928
14;4;1600;640;17750;0,0117946;0,00130749;0,0104871
15;4;1600;640;17750;0,0120463;0,0013113;0,010735
16;4;1600;640;17750;0,0121038;0,00132298;0,0107808
17;4;1600;640;17750;0,0119259;0,00137091;0,010555
18;4;1600;640;17750;0,0120885;0,00140095;0,0106876
19;4;1600;640;17750;0,0116704;0,00126266;0,0104077
20;4;1600;640;17750;0,0117707;0,00126505;0,0105057
