i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;100;40;270;0,00209522;7,77245e-05;0,0020175
2;8;100;40;270;0,00179076;7,65324e-05;0,00171423
3;8;100;40;270;0,00174689;8,05855e-05;0,00166631
4;8;100;40;270;0,00203776;8,10623e-05;0,0019567
5;8;100;40;270;0,00243974;8,65459e-05;0,00235319
6;8;100;40;270;0,00184178;8,24928e-05;0,00175929
7;8;100;40;270;0,00167942;7,58171e-05;0,0016036
8;8;100;40;270;0,00239992;7,36713e-05;0,00232625
9;8;100;40;270;0,00478458;8,13007e-05;0,00470328
10;8;100;40;270;0,0018487;7,82013e-05;0,0017705
11;8;100;40;270;0,0016861;9,27448e-05;0,00159335
12;8;100;40;270;0,00190759;7,39098e-05;0,00183368
13;8;100;40;270;0,00188518;8,08239e-05;0,00180435
14;8;100;40;270;0,00244069;8,10623e-05;0,00235963
15;8;100;40;270;0,0015676;7,36713e-05;0,00149393
16;8;100;40;270;0,00178885;9,36985e-05;0,00169516
17;8;100;40;270;0,00160408;6,34193e-05;0,00154066
18;8;100;40;270;0,00170255;7,29561e-05;0,00162959
19;8;100;40;270;0,00183845;8,51154e-05;0,00175333
20;8;100;40;270;0,00150943;8,4877e-05;0,00142455
