i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;1600;160;3970;0,0439088;0,00126028;0,0426486
2;12;1600;160;3970;0,0315464;0,00129294;0,0302534
3;12;1600;160;3970;0,0254235;0,00127268;0,0241508
4;12;1600;160;3970;0,0258174;0,00125384;0,0245636
5;12;1600;160;3970;0,0259554;0,00127101;0,0246844
6;12;1600;160;3970;0,027004;0,0012629;0,0257411
7;12;1600;160;3970;0,0256946;0,00124931;0,0244453
8;12;1600;160;3970;0,0262384;0,00127864;0,0249598
9;12;1600;160;3970;0,025636;0,00127292;0,024363
10;12;1600;160;3970;0,0255969;0,00124598;0,0243509
11;12;1600;160;3970;0,0256007;0,00124049;0,0243602
12;12;1600;160;3970;0,0259826;0,00127172;0,0247109
13;12;1600;160;3970;0,026298;0,00130081;0,0249972
14;12;1600;160;3970;0,0278494;0,00130463;0,0265448
15;12;1600;160;3970;0,0270102;0,00130343;0,0257068
16;12;1600;160;3970;0,025496;0,00131488;0,0241811
17;12;1600;160;3970;0,0275171;0,00125384;0,0262632
18;12;1600;160;3970;0,0260768;0,00125527;0,0248215
19;12;1600;160;3970;0,0258527;0,0012908;0,0245619
20;12;1600;160;3970;0,0251684;0,00127649;0,0238919
