i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;100;640;5285;0,00202537;9,13143e-05;0,00193405
2;8;100;640;5285;0,00171375;8,72612e-05;0,00162649
3;8;100;640;5285;0,00154805;8,17776e-05;0,00146627
4;8;100;640;5285;0,00219417;8,4877e-05;0,00210929
5;8;100;640;5285;0,00232816;8,7738e-05;0,00224042
6;8;100;640;5285;0,00143433;8,13007e-05;0,00135303
7;8;100;640;5285;0,00237107;8,44002e-05;0,00228667
8;8;100;640;5285;0,00122452;9,20296e-05;0,00113249
9;8;100;640;5285;0,00162745;7,1764e-05;0,00155568
10;8;100;640;5285;0,00150776;9,72748e-05;0,00141048
11;8;100;640;5285;0,00230813;0,000106096;0,00220203
12;8;100;640;5285;0,00225067;9,29832e-05;0,00215769
13;8;100;640;5285;0,0015986;7,82013e-05;0,0015204
14;8;100;640;5285;0,0022397;9,46522e-05;0,00214505
15;8;100;640;5285;0,00174594;8,91685e-05;0,00165677
16;8;100;640;5285;0,00175071;0,000102043;0,00164866
17;8;100;640;5285;0,00172734;0,000118017;0,00160933
18;8;100;640;5285;0,00176954;8,79765e-05;0,00168157
19;8;100;640;5285;0,00226998;8,2016e-05;0,00218797
20;8;100;640;5285;0,00181437;8,91685e-05;0,0017252
