i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;200;80;810;0,0033083;0,000189781;0,00311852
2;8;200;80;810;0,00377297;0,000158548;0,00361443
3;8;200;80;810;0,00354409;0,000171661;0,00337243
4;8;200;80;810;0,00411892;0,00014925;0,00396967
5;8;200;80;810;0,00370502;0,000144005;0,00356102
6;8;200;80;810;0,00349236;0,000160456;0,0033319
7;8;200;80;810;0,00387478;0,00016284;0,00371194
8;8;200;80;810;0,00293469;0,000148773;0,00278592
9;8;200;80;810;0,00315905;0,000160217;0,00299883
10;8;200;80;810;0,00316167;0,00016284;0,00299883
11;8;200;80;810;0,0034337;0,000154972;0,00327873
12;8;200;80;810;0,00316906;0,000158072;0,00301099
13;8;200;80;810;0,00314426;0,000156164;0,0029881
14;8;200;80;810;0,00314975;0,000152349;0,0029974
15;8;200;80;810;0,00352597;0,000167608;0,00335836
16;8;200;80;810;0,00360632;0,00016737;0,00343895
17;8;200;80;810;0,00264621;0,000127077;0,00251913
18;8;200;80;810;0,00326657;0,00014472;0,00312185
19;8;200;80;810;0,00372648;0,000157595;0,00356889
20;8;200;80;810;0,00369287;0,000158072;0,00353479
