i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;100;80;590;0,0184515;7,96318e-05;0,0183718
2;8;100;80;590;0,0017972;8,34465e-05;0,00171375
3;8;100;80;590;0,00182223;8,32081e-05;0,00173903
4;8;100;80;590;0,00172329;8,03471e-05;0,00164294
5;8;100;80;590;0,00168443;7,72476e-05;0,00160718
6;8;100;80;590;0,00186872;8,05855e-05;0,00178814
7;8;100;80;590;0,00204182;6,84261e-05;0,00197339
8;8;100;80;590;0,00195479;9,10759e-05;0,00186372
9;8;100;80;590;0,00181961;7,9155e-05;0,00174046
10;8;100;80;590;0,00227284;7,86781e-05;0,00219417
11;8;100;80;590;0,00136113;6,8903e-05;0,00129223
12;8;100;80;590;0,0017333;7,29561e-05;0,00166035
13;8;100;80;590;0,00160933;8,24928e-05;0,00152683
14;8;100;80;590;0,00184417;7,77245e-05;0,00176644
15;8;100;80;590;0,00285745;8,44002e-05;0,00277305
16;8;100;80;590;0,00197768;9,15527e-05;0,00188613
17;8;100;80;590;0,00149965;7,62939e-05;0,00142336
18;8;100;80;590;0,00181508;8,10623e-05;0,00173402
19;8;100;80;590;0,00165939;9,15527e-05;0,00156784
20;8;100;80;590;0,00201035;8,27312e-05;0,00192761
