i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;100;640;5285;0,00248837;9,10759e-05;0,0023973
2;12;100;640;5285;0,0151856;8,41618e-05;0,0151014
3;12;100;640;5285;0,00268698;8,63075e-05;0,00260067
4;12;100;640;5285;0,00286531;8,86917e-05;0,00277662
5;12;100;640;5285;0,00234485;8,60691e-05;0,00225878
6;12;100;640;5285;0,00258327;8,63075e-05;0,00249696
7;12;100;640;5285;0,00284719;8,89301e-05;0,00275826
8;12;100;640;5285;0,00213981;8,32081e-05;0,0020566
9;12;100;640;5285;0,00289512;7,62939e-05;0,00281882
10;12;100;640;5285;0,00268483;8,32081e-05;0,00260162
11;12;100;640;5285;0,00184989;8,55923e-05;0,0017643
12;12;100;640;5285;0,00208735;8,44002e-05;0,00200295
13;12;100;640;5285;0,00330496;8,86917e-05;0,00321627
14;12;100;640;5285;0,00289822;9,32217e-05;0,00280499
15;12;100;640;5285;0,00237536;8,03471e-05;0,00229502
16;12;100;640;5285;0,00238538;8,67844e-05;0,00229859
17;12;100;640;5285;0,00268292;8,72612e-05;0,00259566
18;12;100;640;5285;0,00309253;8,9407e-05;0,00300312
19;12;100;640;5285;0,00240517;8,39233e-05;0,00232124
20;12;100;640;5285;0,00275445;7,96318e-05;0,00267482
