i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;400;640;10490;0,00354385;0,000333309;0,00321054
2;4;400;640;10490;0,00337458;0,000397444;0,00297713
3;4;400;640;10490;0,00313687;0,000338554;0,00279832
4;4;400;640;10490;0,00315928;0,000334978;0,00282431
5;4;400;640;10490;0,00316095;0,000346661;0,00281429
6;4;400;640;10490;0,00350142;0,00032711;0,0031743
7;4;400;640;10490;0,00333118;0,000350237;0,00298095
8;4;400;640;10490;0,00320053;0,000342607;0,00285792
9;4;400;640;10490;0,00306177;0,000326872;0,0027349
10;4;400;640;10490;0,00302529;0,000331163;0,00269413
11;4;400;640;10490;0,00302672;0,000324965;0,00270176
12;4;400;640;10490;0,00358582;0,000357628;0,00322819
13;4;400;640;10490;0,00315738;0,000349998;0,00280738
14;4;400;640;10490;0,00308061;0,000343561;0,00273705
15;4;400;640;10490;0,00301552;0,000304937;0,00271058
16;4;400;640;10490;0,00312138;0,000332117;0,00278926
17;4;400;640;10490;0,00298214;0,000335455;0,00264668
18;4;400;640;10490;0,00313663;0,000341654;0,00279498
19;4;400;640;10490;0,00338387;0,000339746;0,00304413
20;4;400;640;10490;0,0031004;0,000337124;0,00276327
