i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;800;640;14400;0,0212133;0,00066638;0,0205469
2;12;800;640;14400;0,0262637;0,000668526;0,0255952
3;12;800;640;14400;0,0132315;0,000657558;0,012574
4;12;800;640;14400;0,0134456;0,000636101;0,0128095
5;12;800;640;14400;0,0570781;0,000641823;0,0564363
6;12;800;640;14400;0,0132811;0,000663996;0,0126171
7;12;800;640;14400;0,0490246;0,000672102;0,0483525
8;12;800;640;14400;0,0128164;0,000672102;0,0121443
9;12;800;640;14400;0,0133479;0,000667095;0,0126808
10;12;800;640;14400;0,0134823;0,000643253;0,0128391
11;12;800;640;14400;0,0132711;0,00067091;0,0126002
12;12;800;640;14400;0,012851;0,000647306;0,0122037
13;12;800;640;14400;0,0127254;0,000629663;0,0120957
14;12;800;640;14400;0,0307446;0,000663757;0,0300808
15;12;800;640;14400;0,016012;0,000648499;0,0153635
16;12;800;640;14400;0,0129879;0,000679493;0,0123084
17;12;800;640;14400;0,119201;0,000675201;0,118526
18;12;800;640;14400;0,0639009;0,000660658;0,0632403
19;12;800;640;14400;0,372743;0,000669718;0,372073
20;12;800;640;14400;0,0137353;0,000678778;0,0130565
