i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;100;40;270;0,000607729;7,82013e-05;0,000529528
2;2;100;40;270;0,000546217;6,58035e-05;0,000480413
3;2;100;40;270;0,000548124;8,55923e-05;0,000462532
4;2;100;40;270;0,000603199;8,89301e-05;0,000514269
5;2;100;40;270;0,000503302;6,69956e-05;0,000436306
6;2;100;40;270;0,000490427;6,84261e-05;0,000422001
7;2;100;40;270;0,000496626;6,53267e-05;0,000431299
8;2;100;40;270;0,000498533;6,7234e-05;0,000431299
9;2;100;40;270;0,000517368;7,10487e-05;0,00044632
10;2;100;40;270;0,000509739;7,03335e-05;0,000439405
11;2;100;40;270;0,000509024;6,81877e-05;0,000440836
12;2;100;40;270;0,000507116;6,8903e-05;0,000438213
13;2;100;40;270;0,000503302;6,12736e-05;0,000442028
14;2;100;40;270;0,000502825;7,10487e-05;0,000431776
15;2;100;40;270;0,000524759;6,98566e-05;0,000454903
16;2;100;40;270;0,000519991;7,27177e-05;0,000447273
17;2;100;40;270;0,000528097;7,7486e-05;0,000450611
18;2;100;40;270;0,000511169;7,29561e-05;0,000438213
19;2;100;40;270;0,000499964;6,24657e-05;0,000437498
20;2;100;40;270;0,000510454;7,03335e-05;0,000440121
