i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;1600;80;1200;0,0237129;0,00128746;0,0224254
2;8;1600;80;1200;0,0221324;0,0012219;0,0209105
3;8;1600;80;1200;0,0233223;0,00127411;0,0220482
4;8;1600;80;1200;0,0271599;0,00132155;0,0258384
5;8;1600;80;1200;0,0213001;0,0012207;0,0200794
6;8;1600;80;1200;0,0215313;0,00124526;0,0202861
7;8;1600;80;1200;0,0214262;0,00127721;0,020149
8;8;1600;80;1200;0,0182014;0,00116777;0,0170336
9;8;1600;80;1200;0,0202987;0,00121498;0,0190837
10;8;1600;80;1200;0,0214627;0,00129318;0,0201695
11;8;1600;80;1200;0,0218034;0,0012939;0,0205095
12;8;1600;80;1200;0,0215664;0,00123954;0,0203269
13;8;1600;80;1200;0,0213501;0,00128078;0,0200694
14;8;1600;80;1200;0,0210803;0,00126195;0,0198183
15;8;1600;80;1200;0,0207672;0,00127673;0,0194905
16;8;1600;80;1200;0,0202684;0,00111532;0,0191531
17;8;1600;80;1200;0,0212758;0,00123692;0,0200388
18;8;1600;80;1200;0,0232508;0,00134611;0,0219047
19;8;1600;80;1200;0,0222247;0,0012536;0,0209711
20;8;1600;80;1200;0,0214031;0,00117755;0,0202255
