i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;1600;320;9540;0,0129061;0,00129747;0,0116086
2;4;1600;320;9540;0,0127289;0,00139189;0,011337
3;4;1600;320;9540;0,0131142;0,00134897;0,0117652
4;4;1600;320;9540;0,0128927;0,00138664;0,0115061
5;4;1600;320;9540;0,0115488;0,00124383;0,0103049
6;4;1600;320;9540;0,0119236;0,00126481;0,0106587
7;4;1600;320;9540;0,0121586;0,00128436;0,0108743
8;4;1600;320;9540;0,0119915;0,00128651;0,010705
9;4;1600;320;9540;0,0123386;0,00126362;0,011075
10;4;1600;320;9540;0,0119448;0,00126147;0,0106833
11;4;1600;320;9540;0,0120635;0,00121784;0,0108457
12;4;1600;320;9540;0,012511;0,00135255;0,0111585
13;4;1600;320;9540;0,0116656;0,00125837;0,0104072
14;4;1600;320;9540;0,0122309;0,00127602;0,0109549
15;4;1600;320;9540;0,0115609;0,00120068;0,0103602
16;4;1600;320;9540;0,012172;0,00127816;0,0108938
17;4;1600;320;9540;0,01231;0,0012958;0,0110142
18;4;1600;320;9540;0,0117693;0,00125647;0,0105128
19;4;1600;320;9540;0,0124559;0,00129819;0,0111578
20;4;1600;320;9540;0,0121803;0,00119781;0,0109825
