i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;400;160;2605;0,00601459;0,000293493;0,00572109
2;8;400;160;2605;0,0059557;0,000340223;0,00561547
3;8;400;160;2605;0,00668192;0,000310898;0,00637102
4;8;400;160;2605;0,00584507;0,000331879;0,00551319
5;8;400;160;2605;0,00622797;0,000326872;0,0059011
6;8;400;160;2605;0,00590491;0,000329256;0,00557566
7;8;400;160;2605;0,00582647;0,000346899;0,00547957
8;8;400;160;2605;0,00577974;0,000335932;0,00544381
9;8;400;160;2605;0,00636292;0,00029707;0,00606585
10;8;400;160;2605;0,00578475;0,000328779;0,00545597
11;8;400;160;2605;0,00596547;0,00032115;0,00564432
12;8;400;160;2605;0,00592065;0,000310659;0,00560999
13;8;400;160;2605;0,00615931;0,000328302;0,005831
14;8;400;160;2605;0,00578952;0,00032711;0,00546241
15;8;400;160;2605;0,00589705;0,000323057;0,00557399
16;8;400;160;2605;0,0062418;0,000303984;0,00593781
17;8;400;160;2605;0,00601554;0,000314236;0,0057013
18;8;400;160;2605;0,00586867;0,000298977;0,0055697
19;8;400;160;2605;0,00638151;0,000318766;0,00606275
20;8;400;160;2605;0,00582838;0,000313044;0,00551534
