i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;200;40;310;0,00188684;0,000132799;0,00175405
2;4;200;40;310;0,00181818;0,000146866;0,00167131
3;4;200;40;310;0,00385714;0,000159264;0,00369787
4;4;200;40;310;0,00167131;0,000153303;0,00151801
5;4;200;40;310;0,00185275;0,000149965;0,00170279
6;4;200;40;310;0,00162268;0,000141859;0,00148082
7;4;200;40;310;0,00164723;0,000137329;0,0015099
8;4;200;40;310;0,00183201;0,000130892;0,00170112
9;4;200;40;310;0,00158739;0,000137806;0,00144958
10;4;200;40;310;0,00162649;0,000152588;0,0014739
11;4;200;40;310;0,00157905;0,000142574;0,00143647
12;4;200;40;310;0,00157046;0,000151157;0,00141931
13;4;200;40;310;0,0016098;0,000145912;0,00146389
14;4;200;40;310;0,00160766;0,000147581;0,00146008
15;4;200;40;310;0,00160313;0,000142097;0,00146103
16;4;200;40;310;0,00159478;0,000142097;0,00145268
17;4;200;40;310;0,0016737;0,000148058;0,00152564
18;4;200;40;310;0,00163317;0,000142574;0,00149059
19;4;200;40;310;0,00191331;0,000149488;0,00176382
20;4;200;40;310;0,00156546;0,000152111;0,00141335
