i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;400;80;955;0,00595951;0,000313282;0,00564623
2;8;400;80;955;0,00699878;0,000341892;0,00665689
3;8;400;80;955;0,00697374;0,000316858;0,00665689
4;8;400;80;955;0,00794291;0,000335217;0,0076077
5;8;400;80;955;0,00654554;0,000336647;0,0062089
6;8;400;80;955;0,00600529;0,000300407;0,00570488
7;8;400;80;955;0,00586653;0,000323057;0,00554347
8;8;400;80;955;0,00612807;0,000344515;0,00578356
9;8;400;80;955;0,0163083;0,000334024;0,0159743
10;8;400;80;955;0,00658226;0,000323534;0,00625873
11;8;400;80;955;0,00603795;0,000287771;0,00575018
12;8;400;80;955;0,00577545;0,000334501;0,00544095
13;8;400;80;955;0,00545454;0,000325918;0,00512862
14;8;400;80;955;0,00613427;0,000291348;0,00584292
15;8;400;80;955;0,00510192;0,000282526;0,00481939
16;8;400;80;955;0,005512;0,000316381;0,00519562
17;8;400;80;955;0,00603199;0,000302553;0,00572944
18;8;400;80;955;0,00600147;0,000309467;0,00569201
19;8;400;80;955;0,00594997;0,000279188;0,00567079
20;8;400;80;955;0,00554299;0,000289917;0,00525308
