i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;100;320;2985;0,00198793;8,82149e-05;0,00189972
2;12;100;320;2985;0,00463986;8,51154e-05;0,00455475
3;12;100;320;2985;0,00178385;8,15392e-05;0,00170231
4;12;100;320;2985;0,00212979;7,96318e-05;0,00205016
5;12;100;320;2985;0,00308466;7,48634e-05;0,0030098
6;12;100;320;2985;0,00261402;9,27448e-05;0,00252128
7;12;100;320;2985;0,00227809;8,34465e-05;0,00219464
8;12;100;320;2985;0,00182772;8,44002e-05;0,00174332
9;12;100;320;2985;0,0031538;8,46386e-05;0,00306916
10;12;100;320;2985;0,0027163;8,01086e-05;0,00263619
11;12;100;320;2985;0,00205827;8,86917e-05;0,00196958
12;12;100;320;2985;0,00215173;8,39233e-05;0,0020678
13;12;100;320;2985;0,00265765;7,79629e-05;0,00257969
14;12;100;320;2985;0,00230122;8,17776e-05;0,00221944
15;12;100;320;2985;0,00254345;8,03471e-05;0,0024631
16;12;100;320;2985;0,00255227;8,34465e-05;0,00246882
17;12;100;320;2985;0,00284505;7,51019e-05;0,00276995
18;12;100;320;2985;0,00321102;7,29561e-05;0,00313807
19;12;100;320;2985;0,00193024;8,46386e-05;0,0018456
20;12;100;320;2985;0,00243807;8,60691e-05;0,002352
