i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;1600;160;3970;0,0138953;0,00143409;0,0124612
2;4;1600;160;3970;0,0127921;0,0011971;0,011595
3;4;1600;160;3970;0,011694;0,00115156;0,0105424
4;4;1600;160;3970;0,0121875;0,00112915;0,0110583
5;4;1600;160;3970;0,0118513;0,00121784;0,0106335
6;4;1600;160;3970;0,0116355;0,00118041;0,0104551
7;4;1600;160;3970;0,0123246;0,00120878;0,0111158
8;4;1600;160;3970;0,0112946;0,00106525;0,0102293
9;4;1600;160;3970;0,0120239;0,00109076;0,0109332
10;4;1600;160;3970;0,0124767;0,00124145;0,0112352
11;4;1600;160;3970;0,0120392;0,00123763;0,0108016
12;4;1600;160;3970;0,0116546;0,00119686;0,0104578
13;4;1600;160;3970;0,0116663;0,00117946;0,0104868
14;4;1600;160;3970;0,0118988;0,00116229;0,0107365
15;4;1600;160;3970;0,0120029;0,00111389;0,0108891
16;4;1600;160;3970;0,0235856;0,00117254;0,022413
17;4;1600;160;3970;0,0116816;0,00118494;0,0104966
18;4;1600;160;3970;0,0115099;0,00115895;0,0103509
19;4;1600;160;3970;0,0116072;0,0011456;0,0104616
20;4;1600;160;3970;0,0115042;0,00107598;0,0104282
