i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;1600;320;9540;0,00796771;0,00123477;0,00673294
2;2;1600;320;9540;0,00796461;0,00124288;0,00672174
3;2;1600;320;9540;0,00785089;0,00116181;0,00668907
4;2;1600;320;9540;0,00782394;0,00120425;0,00661969
5;2;1600;320;9540;0,007864;0,00119472;0,00666928
6;2;1600;320;9540;0,00770593;0,00119138;0,00651455
7;2;1600;320;9540;0,00765038;0,00117493;0,00647545
8;2;1600;320;9540;0,00776076;0,00121713;0,00654364
9;2;1600;320;9540;0,00793552;0,00123262;0,0067029
10;2;1600;320;9540;0,00807977;0,00128722;0,00679255
11;2;1600;320;9540;0,00781441;0,00120306;0,00661135
12;2;1600;320;9540;0,0075984;0,00116706;0,00643134
13;2;1600;320;9540;0,00777698;0,00118279;0,00659418
14;2;1600;320;9540;0,00790286;0,00120354;0,00669932
15;2;1600;320;9540;0,00777912;0,00119543;0,00658369
16;2;1600;320;9540;0,0081141;0,00121689;0,00689721
17;2;1600;320;9540;0,00770664;0,00121832;0,00648832
18;2;1600;320;9540;0,00771713;0,00120115;0,00651598
19;2;1600;320;9540;0,00818181;0,00119305;0,00698876
20;2;1600;320;9540;0,00765252;0,00118399;0,00646853
