i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;200;80;810;0,00102234;0,00013876;0,000883579
2;2;200;80;810;0,00120664;0,000162125;0,00104451
3;2;200;80;810;0,00127459;0,000184059;0,00109053
4;2;200;80;810;0,00102282;0,000130653;0,000892162
5;2;200;80;810;0,0010035;0,000154734;0,00084877
6;2;200;80;810;0,00104904;0,000174046;0,000874996
7;2;200;80;810;0,00102425;0,000135183;0,000889063
8;2;200;80;810;0,00100875;0,000163794;0,000844955
9;2;200;80;810;0,00100231;0,000132084;0,000870228
10;2;200;80;810;0,000999212;0,000133753;0,000865459
11;2;200;80;810;0,00101614;0,000148773;0,000867367
12;2;200;80;810;0,000991821;0,000135899;0,000855923
13;2;200;80;810;0,000992537;0,000132322;0,000860214
14;2;200;80;810;0,00100064;0,000140429;0,000860214
15;2;200;80;810;0,000997782;0,000133753;0,000864029
16;2;200;80;810;0,00100112;0,000138521;0,000862598
17;2;200;80;810;0,00115228;0,000145674;0,0010066
18;2;200;80;810;0,00103974;0,00013876;0,000900984
19;2;200;80;810;0,000985146;0,000135183;0,000849962
20;2;200;80;810;0,00102067;0,000151873;0,000868797
