i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;1600;40;320;0,0596941;0,0013268;0,0583673
2;12;1600;40;320;0,0382478;0,00122881;0,037019
3;12;1600;40;320;0,0978284;0,00122285;0,0966055
4;12;1600;40;320;0,0259268;0,00120854;0,0247183
5;12;1600;40;320;0,0254936;0,00122118;0,0242724
6;12;1600;40;320;0,0256779;0,00122809;0,0244498
7;12;1600;40;320;0,0670838;0,00123358;0,0658503
8;12;1600;40;320;0,0361063;0,00122976;0,0348766
9;12;1600;40;320;0,0247095;0,0012064;0,0235031
10;12;1600;40;320;0,0252094;0,00122285;0,0239866
11;12;1600;40;320;0,104638;0,00124955;0,103389
12;12;1600;40;320;0,0797813;0,00124335;0,0785379
13;12;1600;40;320;0,0319567;0,00122333;0,0307333
14;12;1600;40;320;0,0253263;0,0012517;0,0240746
15;12;1600;40;320;0,36939;0,00124526;0,368144
16;12;1600;40;320;0,0318449;0,0012157;0,0306292
17;12;1600;40;320;0,026283;0,00120902;0,025074
18;12;1600;40;320;0,132011;0,00122738;0,130784
19;12;1600;40;320;0,0283501;0,00123429;0,0271158
20;12;1600;40;320;0,025434;0,0012567;0,0241773
