i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;400;160;2605;0,0119727;0,000324011;0,0116487
2;12;400;160;2605;0,0214763;0,000315189;0,0211611
3;12;400;160;2605;0,011909;0,000319719;0,0115893
4;12;400;160;2605;0,00711417;0,000345469;0,0067687
5;12;400;160;2605;0,00645638;0,00031209;0,00614429
6;12;400;160;2605;0,00674772;0,000337601;0,00641012
7;12;400;160;2605;0,00852609;0,000319719;0,00820637
8;12;400;160;2605;0,00775146;0,000315189;0,00743628
9;12;400;160;2605;0,00681233;0,000313282;0,00649905
10;12;400;160;2605;0,00706482;0,000352621;0,0067122
11;12;400;160;2605;0,00793433;0,000310898;0,00762343
12;12;400;160;2605;0,00695038;0,000314474;0,0066359
13;12;400;160;2605;0,00746989;0,000324488;0,0071454
14;12;400;160;2605;0,00756669;0,000315905;0,00725079
15;12;400;160;2605;0,0149329;0,000347376;0,0145855
16;12;400;160;2605;0,00652337;0,000310659;0,00621271
17;12;400;160;2605;0,00803971;0,000303984;0,00773573
18;12;400;160;2605;0,0069313;0,000306845;0,00662446
19;12;400;160;2605;0,00675702;0,00032711;0,00642991
20;12;400;160;2605;0,00684094;0,000317812;0,00652313
