i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;200;40;310;0,00381947;0,000169516;0,00364995
2;8;200;40;310;0,00321174;0,000163078;0,00304866
3;8;200;40;310;0,00380874;0,000153303;0,00365543
4;8;200;40;310;0,00433517;0,000131845;0,00420332
5;8;200;40;310;0,0030272;0,000161171;0,00286603
6;8;200;40;310;0,0027554;0,000133514;0,00262189
7;8;200;40;310;0,00276256;0,000157833;0,00260472
8;8;200;40;310;0,00317597;0,000158548;0,00301743
9;8;200;40;310;0,00310087;0,00015378;0,00294709
10;8;200;40;310;0,00303149;0,000161648;0,00286984
11;8;200;40;310;0,00321674;0,00015974;0,003057
12;8;200;40;310;0,00367403;0,000158548;0,00351548
13;8;200;40;310;0,00295472;0,000156879;0,00279784
14;8;200;40;310;0,00365162;0,000152111;0,00349951
15;8;200;40;310;0,00286293;0,00014329;0,00271964
16;8;200;40;310;0,00360346;0,000150681;0,00345278
17;8;200;40;310;0,00281787;0,000138521;0,00267935
18;8;200;40;310;0,0039928;0,000189543;0,00380325
19;8;200;40;310;0,0036037;0,000143766;0,00345993
20;8;200;40;310;0,00309801;0,000141621;0,00295639
