i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;400;640;10490;0,00683069;0,000331879;0,00649881
2;12;400;640;10490;0,0171101;0,000343561;0,0167665
3;12;400;640;10490;0,00657415;0,000328302;0,00624585
4;12;400;640;10490;0,00724673;0,000330925;0,00691581
5;12;400;640;10490;0,00658298;0,000337362;0,00624561
6;12;400;640;10490;0,00730991;0,00033164;0,00697827
7;12;400;640;10490;0,0252831;0,000328541;0,0249546
8;12;400;640;10490;0,00716686;0,000330687;0,00683618
9;12;400;640;10490;0,00714731;0,000334024;0,00681329
10;12;400;640;10490;0,00684571;0,000341177;0,00650454
11;12;400;640;10490;0,0077343;0,000331402;0,0074029
12;12;400;640;10490;0,00704384;0,000339031;0,00670481
13;12;400;640;10490;0,00729775;0,000338554;0,0069592
14;12;400;640;10490;0,006845;0,000339508;0,00650549
15;12;400;640;10490;0,0066421;0,000331879;0,00631022
16;12;400;640;10490;0,0065577;0,000332117;0,00622559
17;12;400;640;10490;0,00759101;0,00033617;0,00725484
18;12;400;640;10490;0,00683069;0,000326157;0,00650454
19;12;400;640;10490;0,00681186;0,000337839;0,00647402
20;12;400;640;10490;0,00673676;0,000330448;0,00640631
