i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;400;40;320;0,00405383;0,000372887;0,00368094
2;4;400;40;320;0,00374413;0,000300884;0,00344324
3;4;400;40;320;0,00295782;0,000291348;0,00266647
4;4;400;40;320;0,00299716;0,000289679;0,00270748
5;4;400;40;320;0,00303507;0,00027895;0,00275612
6;4;400;40;320;0,0029757;0,000269175;0,00270653
7;4;400;40;320;0,00293922;0,000273228;0,002666
8;4;400;40;320;0,00316548;0,000279903;0,00288558
9;4;400;40;320;0,00302553;0,000295401;0,00273013
10;4;400;40;320;0,00311756;0,000264168;0,00285339
11;4;400;40;320;0,00292778;0,000288725;0,00263906
12;4;400;40;320;0,00295377;0,000270367;0,0026834
13;4;400;40;320;0,00300407;0,000290394;0,00271368
14;4;400;40;320;0,00302839;0,000282764;0,00274563
15;4;400;40;320;0,00302291;0,000302792;0,00272012
16;4;400;40;320;0,00341415;0,000307083;0,00310707
17;4;400;40;320;0,0036571;0,000303984;0,00335312
18;4;400;40;320;0,00304532;0,000274897;0,00277042
19;4;400;40;320;0,00319195;0,000304699;0,00288725
20;4;400;40;320;0,00300288;0,000280619;0,00272226
