i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;800;320;7845;0,00646877;0,000679493;0,00578928
2;4;800;320;7845;0,0068047;0,000667334;0,00613737
3;4;800;320;7845;0,00674796;0,00067091;0,00607705
4;4;800;320;7845;0,00664496;0,000670195;0,00597477
5;4;800;320;7845;0,00592828;0,000605106;0,00532317
6;4;800;320;7845;0,00648022;0,000686169;0,00579405
7;4;800;320;7845;0,0063405;0,000644922;0,00569558
8;4;800;320;7845;0,0076251;0,000691891;0,00693321
9;4;800;320;7845;0,00596595;0,000594854;0,00537109
10;4;800;320;7845;0,00585198;0,000602722;0,00524926
11;4;800;320;7845;0,00597835;0,000589132;0,00538921
12;4;800;320;7845;0,00661087;0,000668526;0,00594234
13;4;800;320;7845;0,00649524;0,000719309;0,00577593
14;4;800;320;7845;0,0067029;0,000679255;0,00602365
15;4;800;320;7845;0,00582242;0,000605583;0,00521684
16;4;800;320;7845;0,00638986;0,000649214;0,00574064
17;4;800;320;7845;0,00607109;0,000594378;0,00547671
18;4;800;320;7845;0,00599623;0,00060606;0,00539017
19;4;800;320;7845;0,00639749;0,000620127;0,00577736
20;4;800;320;7845;0,00626945;0,000619888;0,00564957
