i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;800;80;1080;0,0160429;0,000649452;0,0153935
2;12;800;80;1080;0,0236192;0,000614166;0,023005
3;12;800;80;1080;0,0150242;0,000629425;0,0143948
4;12;800;80;1080;0,0139003;0,000599861;0,0133004
5;12;800;80;1080;0,0139239;0,000627041;0,0132968
6;12;800;80;1080;0,0131783;0,000635386;0,012543
7;12;800;80;1080;0,0137768;0,000607967;0,0131688
8;12;800;80;1080;0,0139406;0,00061059;0,01333
9;12;800;80;1080;0,0131919;0,00061059;0,0125813
10;12;800;80;1080;0,0140765;0,00059247;0,013484
11;12;800;80;1080;0,0130825;0,000623703;0,0124588
12;12;800;80;1080;0,0126369;0,000606537;0,0120304
13;12;800;80;1080;0,0134718;0,000609159;0,0128627
14;12;800;80;1080;0,0129282;0,000621319;0,0123069
15;12;800;80;1080;0,012902;0,000609875;0,0122921
16;12;800;80;1080;0,0128603;0,000591755;0,0122685
17;12;800;80;1080;0,0133438;0,000622272;0,0127215
18;12;800;80;1080;0,0138862;0,000627995;0,0132582
19;12;800;80;1080;0,0132825;0,000597715;0,0126848
20;12;800;80;1080;0,0132453;0,000616312;0,012629
