i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;100;320;2985;0,000760794;8,08239e-05;0,00067997
2;4;100;320;2985;0,00123739;0,000103474;0,00113392
3;4;100;320;2985;0,000807285;8,51154e-05;0,00072217
4;4;100;320;2985;0,00087738;0,000102758;0,000774622
5;4;100;320;2985;0,001055;7,93934e-05;0,000975609
6;4;100;320;2985;0,000758171;8,13007e-05;0,00067687
7;4;100;320;2985;0,000907183;8,29697e-05;0,000824213
8;4;100;320;2985;0,000865459;7,41482e-05;0,000791311
9;4;100;320;2985;0,000852346;8,9407e-05;0,000762939
10;4;100;320;2985;0,000768661;7,4625e-05;0,000694036
11;4;100;320;2985;0,000829697;8,24928e-05;0,000747204
12;4;100;320;2985;0,000952482;8,27312e-05;0,000869751
13;4;100;320;2985;0,000876188;8,10623e-05;0,000795126
14;4;100;320;2985;0,00097394;8,13007e-05;0,000892639
15;4;100;320;2985;0,00103092;7,70092e-05;0,000953913
16;4;100;320;2985;0,000822544;7,9155e-05;0,000743389
17;4;100;320;2985;0,000945807;7,31945e-05;0,000872612
18;4;100;320;2985;0,00084734;6,8903e-05;0,000778437
19;4;100;320;2985;0,000776768;7,7486e-05;0,000699282
20;4;100;320;2985;0,000702381;7,12872e-05;0,000631094
