i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;200;160;2425;0,000970602;0,000137806;0,000832796
2;2;200;160;2425;0,00123;0,000144005;0,001086
3;2;200;160;2425;0,00112486;0,00019002;0,000934839
4;2;200;160;2425;0,0012157;0,000187159;0,00102854
5;2;200;160;2425;0,00111914;0,000167847;0,00095129
6;2;200;160;2425;0,000989676;0,000144243;0,000845432
7;2;200;160;2425;0,00102854;0,000138044;0,000890493
8;2;200;160;2425;0,00102091;0,000144005;0,000876904
9;2;200;160;2425;0,000998974;0,000139713;0,000859261
10;2;200;160;2425;0,00105786;0,000157833;0,00090003
11;2;200;160;2425;0,000990629;0,000138044;0,000852585
12;2;200;160;2425;0,00099206;0,000139475;0,000852585
13;2;200;160;2425;0,0010283;0,000148773;0,000879526
14;2;200;160;2425;0,000998497;0,000142574;0,000855923
15;2;200;160;2425;0,000997305;0,00014329;0,000854015
16;2;200;160;2425;0,00100374;0,000150681;0,000853062
17;2;200;160;2425;0,00100279;0,000142097;0,000860691
18;2;200;160;2425;0,00100851;0,000144482;0,000864029
19;2;200;160;2425;0,00100207;0,000142097;0,000859976
20;2;200;160;2425;0,00101638;0,00014925;0,000867128
