i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;200;40;310;0,000978947;0,000131607;0,00084734
2;2;200;40;310;0,00112534;0,000137329;0,000988007
3;2;200;40;310;0,00100994;0,000132322;0,000877619
4;2;200;40;310;0,000951052;0,000135422;0,00081563
5;2;200;40;310;0,000979662;0,000133991;0,000845671
6;2;200;40;310;0,00107074;0,000132561;0,000938177
7;2;200;40;310;0,000984907;0,000133991;0,000850916
8;2;200;40;310;0,0012126;0,000168085;0,00104451
9;2;200;40;310;0,00100112;0,000140905;0,000860214
10;2;200;40;310;0,00123906;0,000177622;0,00106144
11;2;200;40;310;0,00105834;0,000139475;0,000918865
12;2;200;40;310;0,00101948;0,00014472;0,000874758
13;2;200;40;310;0,00123143;0,000163794;0,00106764
14;2;200;40;310;0,000991106;0,000136614;0,000854492
15;2;200;40;310;0,00100446;0,000139236;0,000865221
16;2;200;40;310;0,000995159;0,000139713;0,000855446
17;2;200;40;310;0,00102305;0,000130892;0,000892162
18;2;200;40;310;0,00102425;0,000134706;0,00088954
19;2;200;40;310;0,0010767;0,000144482;0,000932217
20;2;200;40;310;0,0010283;0,000130653;0,000897646
