i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;1600;80;1200;0,0133016;0,00133967;0,0119619
2;4;1600;80;1200;0,0122175;0,00119543;0,0110221
3;4;1600;80;1200;0,0122316;0,00115561;0,011076
4;4;1600;80;1200;0,0120995;0,00120282;0,0108967
5;4;1600;80;1200;0,0124035;0,00119686;0,0112066
6;4;1600;80;1200;0,0130582;0,00127316;0,011785
7;4;1600;80;1200;0,0119336;0,00114441;0,0107892
8;4;1600;80;1200;0,0137982;0,00110865;0,0126896
9;4;1600;80;1200;0,0114036;0,0010705;0,0103331
10;4;1600;80;1200;0,0120063;0,00117779;0,0108285
11;4;1600;80;1200;0,0114267;0,0011518;0,0102749
12;4;1600;80;1200;0,0114169;0,00116682;0,0102501
13;4;1600;80;1200;0,011519;0,00109911;0,0104198
14;4;1600;80;1200;0,0114212;0,00113797;0,0102832
15;4;1600;80;1200;0,0119555;0,00117564;0,0107799
16;4;1600;80;1200;0,0121889;0,00108409;0,0111048
17;4;1600;80;1200;0,0118542;0,00115943;0,0106947
18;4;1600;80;1200;0,0117314;0,00119829;0,0105331
19;4;1600;80;1200;0,0124884;0,0012641;0,0112243
20;4;1600;80;1200;0,0118895;0,00112653;0,0107629
