i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;200;640;7670;0,0103576;0,000186443;0,0101712
2;12;200;640;7670;0,0109186;0,000162601;0,010756
3;12;200;640;7670;0,00352883;0,000164747;0,00336409
4;12;200;640;7670;0,00442696;0,000166416;0,00426054
5;12;200;640;7670;0,00344062;0,000154734;0,00328588
6;12;200;640;7670;0,00348687;0,000156403;0,00333047
7;12;200;640;7670;0,00464582;0,000168562;0,00447726
8;12;200;640;7670;0,00408721;0,000161409;0,0039258
9;12;200;640;7670;0,00349402;0,000161171;0,00333285
10;12;200;640;7670;0,094666;0,000158548;0,0945075
11;12;200;640;7670;0,00364971;0,000174761;0,00347495
12;12;200;640;7670;0,00328469;0,000168085;0,00311661
13;12;200;640;7670;0,00420165;0,000161648;0,00404
14;12;200;640;7670;0,0039382;0,000161409;0,00377679
15;12;200;640;7670;0,00354624;0,000172853;0,00337338
16;12;200;640;7670;0,00363636;0,000168324;0,00346804
17;12;200;640;7670;0,00321269;0,000192881;0,00301981
18;12;200;640;7670;0,00383067;0,00016737;0,0036633
19;12;200;640;7670;0,00356674;0,000167608;0,00339913
20;12;200;640;7670;0,00399184;0,000156641;0,0038352
