i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;200;160;2425;0,00178266;0,000156403;0,00162625
2;4;200;160;2425;0,00147891;0,000145197;0,00133371
3;4;200;160;2425;0,00208449;0,000193357;0,00189114
4;4;200;160;2425;0,00153208;0,000146866;0,00138521
5;4;200;160;2425;0,00160146;0,000149012;0,00145245
6;4;200;160;2425;0,00147033;0,000157833;0,00131249
7;4;200;160;2425;0,00178742;0,000187635;0,00159979
8;4;200;160;2425;0,00179672;0,000148058;0,00164866
9;4;200;160;2425;0,00156665;0,00014925;0,0014174
10;4;200;160;2425;0,00173926;0,000160456;0,00157881
11;4;200;160;2425;0,00155449;0,000148296;0,00140619
12;4;200;160;2425;0,00178075;0,000157833;0,00162292
13;4;200;160;2425;0,00149465;0,000144005;0,00135064
14;4;200;160;2425;0,00177836;0,000151157;0,00162721
15;4;200;160;2425;0,00154495;0,000145435;0,00139952
16;4;200;160;2425;0,00157642;0,000156403;0,00142002
17;4;200;160;2425;0,00149512;0,000150204;0,00134492
18;4;200;160;2425;0,00180173;0,0001688;0,00163293
19;4;200;160;2425;0,00157166;0,000172615;0,00139904
20;4;200;160;2425;0,00157738;0,000149727;0,00142765
