i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;100;320;2985;0,00730968;8,27312e-05;0,00722694
2;4;100;320;2985;0,00831175;8,34465e-05;0,0082283
3;4;100;320;2985;0,00867939;8,74996e-05;0,00859189
4;4;100;320;2985;0,00706601;8,51154e-05;0,0069809
5;4;100;320;2985;0,00759125;7,98702e-05;0,00751138
6;4;100;320;2985;0,00759292;7,65324e-05;0,00751638
7;4;100;320;2985;0,00817966;7,89165e-05;0,00810075
8;4;100;320;2985;0,00788069;8,39233e-05;0,00779676
9;4;100;320;2985;0,00835991;8,32081e-05;0,0082767
10;4;100;320;2985;0,00752163;8,36849e-05;0,00743794
11;4;100;320;2985;0,00722003;8,32081e-05;0,00713682
12;4;100;320;2985;0,00906062;8,58307e-05;0,00897479
13;4;100;320;2985;0,00723696;8,36849e-05;0,00715327
14;4;100;320;2985;0,00815344;8,63075e-05;0,00806713
15;4;100;320;2985;0,00710654;7,79629e-05;0,00702858
16;4;100;320;2985;0,0088613;7,77245e-05;0,00878358
17;4;100;320;2985;0,00797439;8,05855e-05;0,0078938
18;4;100;320;2985;0,00751352;7,7486e-05;0,00743604
19;4;100;320;2985;0,00836396;8,22544e-05;0,00828171
20;4;100;320;2985;0,0072279;8,29697e-05;0,00714493
