i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;800;40;320;0,262464;0,000911951;0,261552
2;12;800;40;320;0,24723;0,000886679;0,246343
3;12;800;40;320;0,245783;0,000882387;0,244901
4;12;800;40;320;0,256831;0,000894308;0,255937
5;12;800;40;320;0,263855;0,000903368;0,262951
6;12;800;40;320;0,250161;0,000888824;0,249272
7;12;800;40;320;0,24009;0,000875711;0,239215
8;12;800;40;320;0,239837;0,000896454;0,23894
9;12;800;40;320;0,246217;0,000894785;0,245323
10;12;800;40;320;0,256572;0,000873089;0,255699
11;12;800;40;320;0,24504;0,000883579;0,244156
12;12;800;40;320;0,241633;0,000883102;0,24075
13;12;800;40;320;0,240708;0,00092268;0,239785
14;12;800;40;320;0,249468;0,000888109;0,24858
15;12;800;40;320;0,24188;0,000869274;0,241011
16;12;800;40;320;0,240564;0,000863075;0,239701
17;12;800;40;320;0,238194;0,000895262;0,237298
18;12;800;40;320;0,237529;0,000890493;0,236638
19;12;800;40;320;0,243583;0,00090766;0,242676
20;12;800;40;320;0,239357;0,000889063;0,238468
