i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;100;640;5285;0,0385056;0,000125647;0,0383799
2;12;100;640;5285;0,0401251;0,000128031;0,0399971
3;12;100;640;5285;0,0368755;0,000129461;0,036746
4;12;100;640;5285;0,0368629;0,000123024;0,0367398
5;12;100;640;5285;0,0405273;0,000129223;0,0403981
6;12;100;640;5285;0,0358603;0,000132322;0,035728
7;12;100;640;5285;0,034333;0,000138521;0,0341945
8;12;100;640;5285;0,0354643;0,000125647;0,0353386
9;12;100;640;5285;0,0363793;0,000129461;0,0362499
10;12;100;640;5285;0,0369892;0,000133276;0,0368559
11;12;100;640;5285;0,036427;0,0001297;0,0362973
12;12;100;640;5285;0,0375841;0,000122786;0,0374613
13;12;100;640;5285;0,0359023;0,000124216;0,035778
14;12;100;640;5285;0,0393612;0,000128746;0,0392325
15;12;100;640;5285;0,037009;0,000128984;0,03688
16;12;100;640;5285;0,036258;0,000136614;0,0361214
17;12;100;640;5285;0,0361497;0,0001297;0,03602
18;12;100;640;5285;0,0371342;0,000125408;0,0370088
19;12;100;640;5285;0,035378;0,000134945;0,035243
20;12;100;640;5285;0,0361624;0,000131369;0,036031
