i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;100;40;270;0,0024941;7,7486e-05;0,00241661
2;12;100;40;270;0,0269399;8,01086e-05;0,0268598
3;12;100;40;270;0,00240135;8,70228e-05;0,00231433
4;12;100;40;270;0,00236511;8,01086e-05;0,002285
5;12;100;40;270;0,00195408;7,60555e-05;0,00187802
6;12;100;40;270;0,00252128;8,01086e-05;0,00244117
7;12;100;40;270;0,00222516;7,7486e-05;0,00214767
8;12;100;40;270;0,0020225;7,98702e-05;0,00194263
9;12;100;40;270;0,00229335;7,53403e-05;0,00221801
10;12;100;40;270;0,00205851;7,39098e-05;0,0019846
11;12;100;40;270;0,00268269;8,05855e-05;0,0026021
12;12;100;40;270;0,0124891;7,51019e-05;0,012414
13;12;100;40;270;0,001858;7,96318e-05;0,00177836
14;12;100;40;270;0,00918961;7,89165e-05;0,00911069
15;12;100;40;270;0,00261688;7,43866e-05;0,0025425
16;12;100;40;270;0,00270844;7,34329e-05;0,002635
17;12;100;40;270;0,00199986;8,24928e-05;0,00191736
18;12;100;40;270;0,00187731;7,70092e-05;0,0018003
19;12;100;40;270;0,0752499;7,7486e-05;0,0751724
20;12;100;40;270;0,00287509;7,70092e-05;0,00279808
