i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;400;320;5885;0,0256729;0,000303507;0,0253694
2;4;400;320;5885;0,0255523;0,000319958;0,0252323
3;4;400;320;5885;0,029501;0,000315189;0,0291858
4;4;400;320;5885;0,0282919;0,00032711;0,0279648
5;4;400;320;5885;0,0248258;0,000308275;0,0245175
6;4;400;320;5885;0,0235522;0,000327826;0,0232244
7;4;400;320;5885;0,0241559;0,000318527;0,0238373
8;4;400;320;5885;0,0244496;0,00033474;0,0241148
9;4;400;320;5885;0,0241938;0,000319242;0,0238745
10;4;400;320;5885;0,0238354;0,000328779;0,0235066
11;4;400;320;5885;0,0238171;0,000309706;0,0235074
12;4;400;320;5885;0,0235806;0,000321865;0,0232587
13;4;400;320;5885;0,023644;0,000316143;0,0233278
14;4;400;320;5885;0,0242429;0,000332117;0,0239108
15;4;400;320;5885;0,02351;0,000315428;0,0231946
16;4;400;320;5885;0,0242081;0,000323534;0,0238845
17;4;400;320;5885;0,0244505;0,000320196;0,0241303
18;4;400;320;5885;0,0254941;0,000327349;0,0251667
19;4;400;320;5885;0,0273845;0,000319481;0,027065
20;4;400;320;5885;0,0260594;0,000319958;0,0257394
