i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;1600;320;9540;0,0221388;0,00141025;0,0207286
2;8;1600;320;9540;0,024153;0,00142217;0,0227308
3;8;1600;320;9540;0,0263369;0,00137663;0,0249603
4;8;1600;320;9540;0,0187497;0,00128698;0,0174627
5;8;1600;320;9540;0,0223236;0,00137973;0,0209439
6;8;1600;320;9540;0,0208418;0,00135875;0,0194831
7;8;1600;320;9540;0,0214362;0,00129366;0,0201426
8;8;1600;320;9540;0,0184839;0,00121498;0,0172689
9;8;1600;320;9540;0,0217929;0,00138497;0,0204079
10;8;1600;320;9540;0,0203702;0,00131845;0,0190518
11;8;1600;320;9540;0,0217392;0,00135708;0,0203822
12;8;1600;320;9540;0,0217805;0,00137258;0,0204079
13;8;1600;320;9540;0,0174334;0,00126386;0,0161695
14;8;1600;320;9540;0,0207832;0,00126457;0,0195186
15;8;1600;320;9540;0,0219676;0,00139284;0,0205748
16;8;1600;320;9540;0,0219455;0,00127339;0,0206721
17;8;1600;320;9540;0,0218697;0,0013504;0,0205193
18;8;1600;320;9540;0,0187986;0,00121093;0,0175877
19;8;1600;320;9540;0,0214448;0,00133872;0,0201061
20;8;1600;320;9540;0,0217686;0,00130939;0,0204592
