i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;800;40;320;0,0126715;0,00062108;0,0120504
2;8;800;40;320;0,0132263;0,000622034;0,0126042
3;8;800;40;320;0,0122797;0,000632763;0,011647
4;8;800;40;320;0,0110271;0,000604153;0,0104229
5;8;800;40;320;0,0113659;0,000609159;0,0107567
6;8;800;40;320;0,0113921;0,000616789;0,0107753
7;8;800;40;320;0,0105665;0,00057435;0,00999212
8;8;800;40;320;0,0158737;0,000640631;0,015233
9;8;800;40;320;0,0105593;0,000616074;0,00994325
10;8;800;40;320;0,0109539;0,000602722;0,0103512
11;8;800;40;320;0,00990105;0,000549555;0,00935149
12;8;800;40;320;0,0109937;0,000629187;0,0103645
13;8;800;40;320;0,010922;0,000608683;0,0103133
14;8;800;40;320;0,010689;0,000560284;0,0101287
15;8;800;40;320;0,0113294;0,000591755;0,0107377
16;8;800;40;320;0,0105989;0,00054574;0,0100532
17;8;800;40;320;0,0119784;0,00066185;0,0113165
18;8;800;40;320;0,0112848;0,00061059;0,0106742
19;8;800;40;320;0,0113065;0,000614882;0,0106916
20;8;800;40;320;0,0193458;0,000618696;0,0187271
