i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;100;160;1655;0,0016284;7,9155e-05;0,00154924
2;8;100;160;1655;0,00165367;8,82149e-05;0,00156546
3;8;100;160;1655;0,00285435;8,84533e-05;0,00276589
4;8;100;160;1655;0,00161576;8,01086e-05;0,00153565
5;8;100;160;1655;0,00211811;7,1764e-05;0,00204635
6;8;100;160;1655;0,00179625;7,60555e-05;0,00172019
7;8;100;160;1655;0,00160909;8,39233e-05;0,00152516
8;8;100;160;1655;0,00222683;8,89301e-05;0,0021379
9;8;100;160;1655;0,00163674;9,08375e-05;0,00154591
10;8;100;160;1655;0,0016129;6,91414e-05;0,00154376
11;8;100;160;1655;0,0017426;7,24792e-05;0,00167012
12;8;100;160;1655;0,00164223;8,03471e-05;0,00156188
13;8;100;160;1655;0,00177336;8,86917e-05;0,00168467
14;8;100;160;1655;0,00187707;9,08375e-05;0,00178623
15;8;100;160;1655;0,00169182;7,51019e-05;0,00161672
16;8;100;160;1655;0,00176835;7,82013e-05;0,00169015
17;8;100;160;1655;0,00167751;7,65324e-05;0,00160098
18;8;100;160;1655;0,00189495;8,2016e-05;0,00181293
19;8;100;160;1655;0,00169563;8,05855e-05;0,00161505
20;8;100;160;1655;0,00179219;8,08239e-05;0,00171137
