i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;800;80;1080;0,00396991;0,00059104;0,00337887
2;2;800;80;1080;0,00400949;0,000575066;0,00343442
3;2;800;80;1080;0,00442934;0,000646353;0,00378299
4;2;800;80;1080;0,00381541;0,000544786;0,00327063
5;2;800;80;1080;0,00384212;0,00053668;0,00330544
6;2;800;80;1080;0,00389957;0,000532866;0,00336671
7;2;800;80;1080;0,00387836;0,000546694;0,00333166
8;2;800;80;1080;0,00400043;0,000591516;0,00340891
9;2;800;80;1080;0,00428081;0,000607252;0,00367355
10;2;800;80;1080;0,00380564;0,00056076;0,00324488
11;2;800;80;1080;0,00405717;0,00060606;0,00345111
12;2;800;80;1080;0,0043633;0,000584126;0,00377917
13;2;800;80;1080;0,00407028;0,000605345;0,00346494
14;2;800;80;1080;0,00407195;0,000597;0,00347495
15;2;800;80;1080;0,00392127;0,000558615;0,00336266
16;2;800;80;1080;0,00384974;0,000550032;0,00329971
17;2;800;80;1080;0,00383615;0,000555754;0,0032804
18;2;800;80;1080;0,00389147;0,000560284;0,00333118
19;2;800;80;1080;0,00390935;0,000574112;0,00333524
20;2;800;80;1080;0,00389361;0,000556469;0,00333714
