i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;100;80;590;0,00194883;7,67708e-05;0,00187206
2;12;100;80;590;0,0945077;7,84397e-05;0,0944293
3;12;100;80;590;0,0119467;7,53403e-05;0,0118713
4;12;100;80;590;0,00286937;8,29697e-05;0,0027864
5;12;100;80;590;0,00212526;8,67844e-05;0,00203848
6;12;100;80;590;0,00251889;8,58307e-05;0,00243306
7;12;100;80;590;0,00184131;8,08239e-05;0,00176048
8;12;100;80;590;0,00263286;8,03471e-05;0,00255251
9;12;100;80;590;0,0168452;8,67844e-05;0,0167584
10;12;100;80;590;0,00201607;7,98702e-05;0,0019362
11;12;100;80;590;0,00276828;7,9155e-05;0,00268912
12;12;100;80;590;0,00208116;8,15392e-05;0,00199962
13;12;100;80;590;0,0019803;8,27312e-05;0,00189757
14;12;100;80;590;0,00351572;7,55787e-05;0,00344014
15;12;100;80;590;0,00205684;7,98702e-05;0,00197697
16;12;100;80;590;0,053426;8,13007e-05;0,0533447
17;12;100;80;590;0,00972891;7,77245e-05;0,00965118
18;12;100;80;590;0,002177;7,03335e-05;0,00210667
19;12;100;80;590;0,00240922;6,81877e-05;0,00234103
20;12;100;80;590;0,00257969;7,93934e-05;0,0025003
