i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;800;640;14400;0,257153;0,00101137;0,256142
2;12;800;640;14400;0,249415;0,00102997;0,248385
3;12;800;640;14400;0,243881;0,0010438;0,242837
4;12;800;640;14400;0,24796;0,00103974;0,246921
5;12;800;640;14400;0,247212;0,00106144;0,246151
6;12;800;640;14400;0,246747;0,00106812;0,245679
7;12;800;640;14400;0,250576;0,00107622;0,2495
8;12;800;640;14400;0,247142;0,00108385;0,246058
9;12;800;640;14400;0,241309;0,00105333;0,240255
10;12;800;640;14400;0,243338;0,000989437;0,242349
11;12;800;640;14400;0,243794;0,00107241;0,242722
12;12;800;640;14400;0,240887;0,00101566;0,239871
13;12;800;640;14400;0,24192;0,00103283;0,240887
14;12;800;640;14400;0,23926;0,00104332;0,238217
15;12;800;640;14400;0,235101;0,001019;0,234082
16;12;800;640;14400;0,240138;0,000997066;0,239141
17;12;800;640;14400;0,236599;0,00102401;0,235575
18;12;800;640;14400;0,232597;0,00101876;0,231578
19;12;800;640;14400;0,238908;0,00103688;0,237871
20;12;800;640;14400;0,242397;0,00105047;0,241346
