i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;1600;80;1200;0,0514188;0,00129223;0,0501266
2;12;1600;80;1200;0,025728;0,00129366;0,0244343
3;12;1600;80;1200;0,0257285;0,00125098;0,0244775
4;12;1600;80;1200;0,0255826;0,00126362;0,0243189
5;12;1600;80;1200;0,0246735;0,00128865;0,0233848
6;12;1600;80;1200;0,0254834;0,00128412;0,0241992
7;12;1600;80;1200;0,0256517;0,00123668;0,024415
8;12;1600;80;1200;0,0257676;0,00126863;0,0244989
9;12;1600;80;1200;0,0251789;0,00130987;0,023869
10;12;1600;80;1200;0,0255527;0,00123954;0,0243132
11;12;1600;80;1200;0,103856;0,00129986;0,102556
12;12;1600;80;1200;0,0256445;0,00126076;0,0243838
13;12;1600;80;1200;0,0260499;0,00124812;0,0248017
14;12;1600;80;1200;0,0259693;0,00127721;0,0246921
15;12;1600;80;1200;0,0262213;0,0012579;0,0249634
16;12;1600;80;1200;0,0250103;0,00125027;0,0237601
17;12;1600;80;1200;0,025696;0,00127625;0,0244198
18;12;1600;80;1200;0,025769;0,0012939;0,0244751
19;12;1600;80;1200;0,0265615;0,00124431;0,0253172
20;12;1600;80;1200;0,025959;0,00127721;0,0246818
