i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;800;160;3545;0,0502355;0,000650406;0,0495851
2;4;800;160;3545;0,0449309;0,000629425;0,0443015
3;4;800;160;3545;0,0485923;0,000643969;0,0479484
4;4;800;160;3545;0,0496137;0,000669718;0,048944
5;4;800;160;3545;0,0512891;0,000647545;0,0506415
6;4;800;160;3545;0,0482166;0,000632763;0,0475838
7;4;800;160;3545;0,0441301;0,000641584;0,0434885
8;4;800;160;3545;0,0444136;0,000605822;0,0438077
9;4;800;160;3545;0,0466411;0,000603437;0,0460377
10;4;800;160;3545;0,0463021;0,000629187;0,0456729
11;4;800;160;3545;0,0439799;0,000633955;0,0433459
12;4;800;160;3545;0,0451491;0,000645638;0,0445035
13;4;800;160;3545;0,0483193;0,000644207;0,0476751
14;4;800;160;3545;0,0436211;0,000647068;0,042974
15;4;800;160;3545;0,0463812;0,000627995;0,0457532
16;4;800;160;3545;0,048357;0,0006392;0,0477178
17;4;800;160;3545;0,0452363;0,000615835;0,0446205
18;4;800;160;3545;0,0478046;0,000641346;0,0471632
19;4;800;160;3545;0,0464814;0,000627279;0,0458541
20;4;800;160;3545;0,0466998;0,000633001;0,0460668
