i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;800;40;320;0,0067296;0,000627518;0,00610209
2;4;800;40;320;0,00676274;0,000634909;0,00612783
3;4;800;40;320;0,00668001;0,000616312;0,0060637
4;4;800;40;320;0,00632715;0,000656605;0,00567055
5;4;800;40;320;0,00590801;0,000554085;0,00535393
6;4;800;40;320;0,00606751;0,000543356;0,00552416
7;4;800;40;320;0,00611949;0,000602961;0,00551653
8;4;800;40;320;0,00600386;0,000548363;0,00545549
9;4;800;40;320;0,00608158;0,00058651;0,00549507
10;4;800;40;320;0,00588274;0,00056982;0,00531292
11;4;800;40;320;0,00595737;0,000575066;0,0053823
12;4;800;40;320;0,00611258;0,000543594;0,00556898
13;4;800;40;320;0,00669312;0,000593185;0,00609994
14;4;800;40;320;0,00633454;0,000535727;0,00579882
15;4;800;40;320;0,006423;0,000542879;0,00588012
16;4;800;40;320;0,00620484;0,000607491;0,00559735
17;4;800;40;320;0,00648451;0,000648975;0,00583553
18;4;800;40;320;0,00635219;0,000588417;0,00576377
19;4;800;40;320;0,00615954;0,000583649;0,0055759
20;4;800;40;320;0,00621438;0,000575304;0,00563908
