i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;200;320;4825;0,0420132;0,000230551;0,0417826
2;8;200;320;4825;0,0362906;0,000221491;0,0360692
3;8;200;320;4825;0,037864;0,000244141;0,0376198
4;8;200;320;4825;0,0364146;0,000238895;0,0361757
5;8;200;320;4825;0,0375416;0,000232935;0,0373087
6;8;200;320;4825;0,0363727;0,000221014;0,0361516
7;8;200;320;4825;0,0378578;0,000224113;0,0376337
8;8;200;320;4825;0,0362968;0,000225306;0,0360715
9;8;200;320;4825;0,0366204;0,000235319;0,0363851
10;8;200;320;4825;0,0362859;0,000228882;0,036057
11;8;200;320;4825;0,036521;0,000236273;0,0362847
12;8;200;320;4825;0,0374248;0,000243902;0,0371809
13;8;200;320;4825;0,0361471;0,00023365;0,0359135
14;8;200;320;4825;0,0378063;0,000226736;0,0375795
15;8;200;320;4825;0,0362508;0,000240803;0,03601
16;8;200;320;4825;0,0364442;0,000216722;0,0362275
17;8;200;320;4825;0,036567;0,000249863;0,0363171
18;8;200;320;4825;0,03672;0,000220299;0,0364997
19;8;200;320;4825;0,0369558;0,00022769;0,0367281
20;8;200;320;4825;0,036397;0,000221491;0,0361755
