i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;1600;160;3970;0,00812626;0,00114489;0,00698137
2;2;1600;160;3970;0,00831962;0,00118876;0,00713086
3;2;1600;160;3970;0,00783682;0,001158;0,00667882
4;2;1600;160;3970;0,00771666;0,00107718;0,00663948
5;2;1600;160;3970;0,00771546;0,00116014;0,00655532
6;2;1600;160;3970;0,0076282;0,0010612;0,006567
7;2;1600;160;3970;0,00814366;0,00117517;0,0069685
8;2;1600;160;3970;0,00750566;0,00105596;0,0064497
9;2;1600;160;3970;0,00762343;0,00114083;0,0064826
10;2;1600;160;3970;0,00758028;0,00111532;0,00646496
11;2;1600;160;3970;0,00767756;0,00107169;0,00660586
12;2;1600;160;3970;0,00757241;0,0010519;0,00652051
13;2;1600;160;3970;0,00788116;0,00118566;0,00669551
14;2;1600;160;3970;0,00763607;0,00115275;0,00648332
15;2;1600;160;3970;0,00855494;0,00178623;0,0067687
16;2;1600;160;3970;0,0075829;0,00105023;0,00653267
17;2;1600;160;3970;0,0076735;0,00115252;0,00652099
18;2;1600;160;3970;0,00762033;0,00112009;0,00650024
19;2;1600;160;3970;0,00811076;0,00117445;0,00693631
20;2;1600;160;3970;0,00763345;0,00115466;0,00647879
