i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;400;160;2605;0,026217;0,000317812;0,0258992
2;4;400;160;2605;0,0262432;0,000291586;0,0259516
3;4;400;160;2605;0,0245688;0,000308514;0,0242603
4;4;400;160;2605;0,0241387;0,00030899;0,0238297
5;4;400;160;2605;0,0255086;0,000298738;0,0252099
6;4;400;160;2605;0,025255;0,000313997;0,024941
7;4;400;160;2605;0,0248704;0,000323772;0,0245466
8;4;400;160;2605;0,0245073;0,000306845;0,0242004
9;4;400;160;2605;0,0244806;0,000312328;0,0241683
10;4;400;160;2605;0,0236723;0,000320196;0,0233521
11;4;400;160;2605;0,0257854;0,000305176;0,0254803
12;4;400;160;2605;0,0254848;0,000313997;0,0251708
13;4;400;160;2605;0,0234783;0,000306606;0,0231717
14;4;400;160;2605;0,024878;0,000302076;0,0245759
15;4;400;160;2605;0,024714;0,000297546;0,0244164
16;4;400;160;2605;0,0236895;0,00030303;0,0233865
17;4;400;160;2605;0,0240436;0,000303268;0,0237403
18;4;400;160;2605;0,0244401;0,000329971;0,0241101
19;4;400;160;2605;0,0248728;0,0002985;0,0245743
20;4;400;160;2605;0,0237627;0,000312567;0,0234501
