i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;200;640;7670;0,0126083;0,000171423;0,0124369
2;4;200;640;7670;0,0132041;0,00017786;0,0130262
3;4;200;640;7670;0,0125999;0,000175714;0,0124242
4;4;200;640;7670;0,012342;0,000155449;0,0121865
5;4;200;640;7670;0,0127594;0,000167847;0,0125916
6;4;200;640;7670;0,0135472;0,000170231;0,013377
7;4;200;640;7670;0,0133417;0,000178099;0,0131636
8;4;200;640;7670;0,0121388;0,000157595;0,0119812
9;4;200;640;7670;0,0132258;0,000177622;0,0130482
10;4;200;640;7670;0,0139108;0,000174046;0,0137367
11;4;200;640;7670;0,0125265;0,000161886;0,0123646
12;4;200;640;7670;0,0133321;0,000170231;0,0131619
13;4;200;640;7670;0,0124347;0,000177383;0,0122573
14;4;200;640;7670;0,012717;0,000157118;0,0125599
15;4;200;640;7670;0,0130873;0,000158072;0,0129292
16;4;200;640;7670;0,0128496;0,000172377;0,0126772
17;4;200;640;7670;0,0146246;0,000170946;0,0144536
18;4;200;640;7670;0,0124271;0,000162601;0,0122645
19;4;200;640;7670;0,0131996;0,000170231;0,0130293
20;4;200;640;7670;0,0128143;0,00016737;0,0126469
