i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;800;80;1080;0,245123;0,000905037;0,244218
2;12;800;80;1080;0,242458;0,000927687;0,24153
3;12;800;80;1080;0,24386;0,000916481;0,242944
4;12;800;80;1080;0,23791;0,000932217;0,236978
5;12;800;80;1080;0,253704;0,000939608;0,252764
6;12;800;80;1080;0,238804;0,000941038;0,237863
7;12;800;80;1080;0,241468;0,000899315;0,240569
8;12;800;80;1080;0,243604;0,00091815;0,242686
9;12;800;80;1080;0,248003;0,000930548;0,247072
10;12;800;80;1080;0,242687;0,00090766;0,24178
11;12;800;80;1080;0,235641;0,000895262;0,234745
12;12;800;80;1080;0,239315;0,000919104;0,238396
13;12;800;80;1080;0,229985;0,00091815;0,229067
14;12;800;80;1080;0,238338;0,000913382;0,237425
15;12;800;80;1080;0,238784;0,000918627;0,237865
16;12;800;80;1080;0,237723;0,000925779;0,236797
17;12;800;80;1080;0,240504;0,000893593;0,23961
18;12;800;80;1080;0,241092;0,000900984;0,240191
19;12;800;80;1080;0,253138;0,000955105;0,252183
20;12;800;80;1080;0,242446;0,000907421;0,241539
