i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;400;640;10490;0,00592542;0,000351906;0,00557351
2;8;400;640;10490;0,00856853;0,000385523;0,008183
3;8;400;640;10490;0,00607204;0,000358582;0,00571346
4;8;400;640;10490;0,00632834;0,000345707;0,00598264
5;8;400;640;10490;0,00574446;0,000321627;0,00542283
6;8;400;640;10490;0,00580478;0,000355482;0,0054493
7;8;400;640;10490;0,00521445;0,0003438;0,00487065
8;8;400;640;10490;0,00609517;0,000363111;0,00573206
9;8;400;640;10490;0,00588036;0,000352859;0,0055275
10;8;400;640;10490;0,00547075;0,000331163;0,00513959
11;8;400;640;10490;0,00556612;0,000336409;0,00522971
12;8;400;640;10490;0,00605679;0,000361204;0,00569558
13;8;400;640;10490;0,00573325;0,000321388;0,00541186
14;8;400;640;10490;0,00578094;0,000349045;0,00543189
15;8;400;640;10490;0,00671339;0,000380516;0,00633287
16;8;400;640;10490;0,00599885;0,000331163;0,00566769
17;8;400;640;10490;0,00621223;0,000360727;0,00585151
18;8;400;640;10490;0,00487518;0,000324965;0,00455022
19;8;400;640;10490;0,00547576;0,000353098;0,00512266
20;8;400;640;10490;0,00648069;0,000358105;0,00612259
