i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;100;160;1655;0,00815272;7,96318e-05;0,00807309
2;4;100;160;1655;0,00737357;7,89165e-05;0,00729465
3;4;100;160;1655;0,00698376;8,39233e-05;0,00689983
4;4;100;160;1655;0,00751662;8,44002e-05;0,00743222
5;4;100;160;1655;0,00915551;8,79765e-05;0,00906754
6;4;100;160;1655;0,00727463;8,36849e-05;0,00719094
7;4;100;160;1655;0,00660205;7,51019e-05;0,00652695
8;4;100;160;1655;0,00683475;8,36849e-05;0,00675106
9;4;100;160;1655;0,0068152;7,36713e-05;0,00674152
10;4;100;160;1655;0,00751948;6,55651e-05;0,00745392
11;4;100;160;1655;0,00670242;6,84261e-05;0,006634
12;4;100;160;1655;0,00666499;7,67708e-05;0,00658822
13;4;100;160;1655;0,00787544;8,44002e-05;0,00779104
14;4;100;160;1655;0,00700212;7,84397e-05;0,00692368
15;4;100;160;1655;0,00694394;7,58171e-05;0,00686812
16;4;100;160;1655;0,00653648;7,60555e-05;0,00646043
17;4;100;160;1655;0,00623083;7,9155e-05;0,00615168
18;4;100;160;1655;0,00684571;8,96454e-05;0,00675607
19;4;100;160;1655;0,00716853;8,44002e-05;0,00708413
20;4;100;160;1655;0,00743866;8,7738e-05;0,00735092
