i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;400;640;10490;0,133682;0,000524282;0,133158
2;12;400;640;10490;0,126631;0,000513315;0,126118
3;12;400;640;10490;0,129194;0,000505924;0,128689
4;12;400;640;10490;0,12865;0,000507832;0,128142
5;12;400;640;10490;0,124586;0,000510693;0,124075
6;12;400;640;10490;0,131762;0,000526905;0,131235
7;12;400;640;10490;0,127251;0,000520706;0,12673
8;12;400;640;10490;0,126774;0,00051713;0,126257
9;12;400;640;10490;0,127006;0,000538349;0,126468
10;12;400;640;10490;0,127035;0,000528336;0,126507
11;12;400;640;10490;0,127664;0,000550747;0,127114
12;12;400;640;10490;0,13165;0,000531435;0,131119
13;12;400;640;10490;0,12839;0,000524044;0,127866
14;12;400;640;10490;0,129784;0,000499725;0,129284
15;12;400;640;10490;0,128937;0,000531435;0,128406
16;12;400;640;10490;0,128222;0,000526667;0,127696
17;12;400;640;10490;0,131173;0,000512362;0,130661
18;12;400;640;10490;0,135331;0,000515938;0,134815
19;12;400;640;10490;0,137223;0,000533342;0,136689
20;12;400;640;10490;0,130412;0,000525951;0,129886
