i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;100;320;2985;0,0348864;0,000110865;0,0347755
2;12;100;320;2985;0,0383008;0,00012207;0,0381787
3;12;100;320;2985;0,035341;0,000117064;0,035224
4;12;100;320;2985;0,0345819;0,000129938;0,034452
5;12;100;320;2985;0,0360579;0,000126362;0,0359316
6;12;100;320;2985;0,036937;0,000117302;0,0368197
7;12;100;320;2985;0,0353336;0,000114202;0,0352194
8;12;100;320;2985;0,0387087;0,000121355;0,0385873
9;12;100;320;2985;0,0359135;0,000125885;0,0357876
10;12;100;320;2985;0,0334084;0,0001297;0,0332787
11;12;100;320;2985;0,0343289;0,000118732;0,0342102
12;12;100;320;2985;0,037842;0,000124216;0,0377178
13;12;100;320;2985;0,0389452;0,000118971;0,0388262
14;12;100;320;2985;0,0370219;0,0001266;0,0368953
15;12;100;320;2985;0,0382257;0,000115633;0,03811
16;12;100;320;2985;0,0343552;0,000122309;0,0342329
17;12;100;320;2985;0,0363765;0,000123262;0,0362532
18;12;100;320;2985;0,037045;0,000123978;0,036921
19;12;100;320;2985;0,0358412;0,000121593;0,0357196
20;12;100;320;2985;0,0376256;0,000112772;0,0375128
