i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;800;160;3545;0,0200567;0,000646591;0,0194101
2;12;800;160;3545;0,0184143;0,000671387;0,0177429
3;12;800;160;3545;0,0137854;0,000652075;0,0131333
4;12;800;160;3545;0,0132525;0,000654697;0,0125978
5;12;800;160;3545;0,01438;0,000659227;0,0137208
6;12;800;160;3545;0,0135188;0,000660419;0,0128584
7;12;800;160;3545;0,0130291;0,000640154;0,0123889
8;12;800;160;3545;0,0134575;0,000629902;0,0128276
9;12;800;160;3545;0,0135157;0,000648022;0,0128677
10;12;800;160;3545;0,0127659;0,000675201;0,0120907
11;12;800;160;3545;0,0130007;0,000660419;0,0123403
12;12;800;160;3545;0,0134482;0,000662327;0,0127859
13;12;800;160;3545;0,0138838;0,000639915;0,0132439
14;12;800;160;3545;0,0132074;0,000647545;0,0125599
15;12;800;160;3545;0,0130687;0,00065279;0,0124159
16;12;800;160;3545;0,0135813;0,000647068;0,0129342
17;12;800;160;3545;0,0130739;0,000652075;0,0124218
18;12;800;160;3545;0,0132737;0,000648022;0,0126257
19;12;800;160;3545;0,0140088;0,000665665;0,0133431
20;12;800;160;3545;0,0133748;0,000638485;0,0127363
