i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;200;640;7670;0,00301576;0,000161648;0,00285411
2;8;200;640;7670;0,00379705;0,000176907;0,00362015
3;8;200;640;7670;0,00310206;0,000189781;0,00291228
4;8;200;640;7670;0,00317001;0,000183821;0,00298619
5;8;200;640;7670;0,00304818;0,00016284;0,00288534
6;8;200;640;7670;0,0031395;0,000183105;0,00295639
7;8;200;640;7670;0,00300813;0,000160456;0,00284767
8;8;200;640;7670;0,00347114;0,000180483;0,00329065
9;8;200;640;7670;0,00313783;0,000181437;0,00295639
10;8;200;640;7670;0,00341725;0,000161648;0,00325561
11;8;200;640;7670;0,00375485;0,000185251;0,0035696
12;8;200;640;7670;0,0037601;0,000187635;0,00357246
13;8;200;640;7670;0,0028193;0,000179052;0,00264025
14;8;200;640;7670;0,00251842;0,000154972;0,00236344
15;8;200;640;7670;0,00357723;0,000178099;0,00339913
16;8;200;640;7670;0,00307131;0,00017333;0,00289798
17;8;200;640;7670;0,00324845;0,000180006;0,00306845
18;8;200;640;7670;0,00341654;0,000189304;0,00322723
19;8;200;640;7670;0,00337863;0,000179052;0,00319958
20;8;200;640;7670;0,00371671;0,000184298;0,00353241
