i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;2;200;640;7670;0,00122833;0,000170946;0,00105739
2;2;200;640;7670;0,00202346;0,000254869;0,00176859
3;2;200;640;7670;0,00106287;0,000168324;0,000894547
4;2;200;640;7670;0,00102544;0,000158787;0,000866652
5;2;200;640;7670;0,00129604;0,000214338;0,00108171
6;2;200;640;7670;0,00102139;0,000168085;0,0008533
7;2;200;640;7670;0,00101876;0,000169039;0,000849724
8;2;200;640;7670;0,0010035;0,000154972;0,000848532
9;2;200;640;7670;0,00103641;0,000168324;0,000868082
10;2;200;640;7670;0,00101709;0,000157833;0,000859261
11;2;200;640;7670;0,00102615;0,000166655;0,000859499
12;2;200;640;7670;0,00110149;0,000185728;0,000915766
13;2;200;640;7670;0,00101018;0,000165224;0,000844955
14;2;200;640;7670;0,00127983;0,000207424;0,00107241
15;2;200;640;7670;0,00111747;0,000174522;0,000942945
16;2;200;640;7670;0,00106144;0,000174284;0,000887156
17;2;200;640;7670;0,00101304;0,000164032;0,000849009
18;2;200;640;7670;0,00108361;0,000158787;0,000924826
19;2;200;640;7670;0,00108147;0,00016427;0,000917196
20;2;200;640;7670;0,00108767;0,000178099;0,000909567
