i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;12;200;320;4825;0,00395846;0,000165701;0,00379276
2;12;200;320;4825;0,00724459;0,000156879;0,00708771
3;12;200;320;4825;0,00413823;0,000167608;0,00397062
4;12;200;320;4825;0,00472355;0,000160217;0,00456333
5;12;200;320;4825;0,00371885;0,000170946;0,00354791
6;12;200;320;4825;0,00428629;0,000166416;0,00411987
7;12;200;320;4825;0,00467205;0,000161171;0,00451088
8;12;200;320;4825;0,00373197;0,000162125;0,00356984
9;12;200;320;4825;0,0198703;0,000164509;0,0197058
10;12;200;320;4825;0,0050323;0,000160456;0,00487185
11;12;200;320;4825;0,00378609;0,000154734;0,00363135
12;12;200;320;4825;0,00444961;0,000157595;0,00429201
13;12;200;320;4825;0,00396633;0,000156164;0,00381017
14;12;200;320;4825;0,00369191;0,000162601;0,00352931
15;12;200;320;4825;0,00375199;0,000161409;0,00359058
16;12;200;320;4825;0,0040102;0,000161409;0,00384879
17;12;200;320;4825;0,0179322;0,00016284;0,0177693
18;12;200;320;4825;0,00475717;0,000159264;0,0045979
19;12;200;320;4825;0,00405741;0,000162363;0,00389504
20;12;200;320;4825;0,00379181;0,000168085;0,00362372
