i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;800;640;14400;0,0117922;0,000753164;0,011039
2;8;800;640;14400;0,0126812;0,0007267;0,0119545
3;8;800;640;14400;0,0112247;0,000739098;0,0104856
4;8;800;640;14400;0,0117619;0,000752687;0,0110092
5;8;800;640;14400;0,0100837;0,000669003;0,00941467
6;8;800;640;14400;0,011831;0,000692129;0,0111389
7;8;800;640;14400;0,0101149;0,000616312;0,0094986
8;8;800;640;14400;0,0107701;0,000730276;0,0100398
9;8;800;640;14400;0,0111854;0,000750303;0,0104351
10;8;800;640;14400;0,011096;0,000740767;0,0103552
11;8;800;640;14400;0,0112879;0,000697374;0,0105906
12;8;800;640;14400;0,0114477;0,000726223;0,0107214
13;8;800;640;14400;0,00967598;0,000682354;0,00899363
14;8;800;640;14400;0,0110199;0,000736475;0,0102835
15;8;800;640;14400;0,0108097;0,000722647;0,010087
16;8;800;640;14400;0,0112934;0,000757217;0,0105362
17;8;800;640;14400;0,0106637;0,000725508;0,00993824
18;8;800;640;14400;0,0109136;0,000697613;0,010216
19;8;800;640;14400;0,00990081;0,000694275;0,00920653
20;8;800;640;14400;0,012485;0,000692844;0,0117922
