i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;4;1600;640;17750;0,0935433;0,00134039;0,0922029
2;4;1600;640;17750;0,0892742;0,00132465;0,0879495
3;4;1600;640;17750;0,0916204;0,00131774;0,0903027
4;4;1600;640;17750;0,0882022;0,00136113;0,0868411
5;4;1600;640;17750;0,0831814;0,00133038;0,081851
6;4;1600;640;17750;0,0845051;0,00133777;0,0831673
7;4;1600;640;17750;0,0834637;0,0013597;0,082104
8;4;1600;640;17750;0,0842719;0,00134826;0,0829237
9;4;1600;640;17750;0,0858765;0,00135922;0,0845172
10;4;1600;640;17750;0,0992942;0,00146556;0,0978286
11;4;1600;640;17750;0,0922303;0,00137258;0,0908577
12;4;1600;640;17750;0,0874386;0,00137639;0,0860622
13;4;1600;640;17750;0,0823119;0,00133562;0,0809762
14;4;1600;640;17750;0,0826163;0,00137258;0,0812438
15;4;1600;640;17750;0,0813434;0,001405;0,0799384
16;4;1600;640;17750;0,0836713;0,00141144;0,0822599
17;4;1600;640;17750;0,0873749;0,00138474;0,0859902
18;4;1600;640;17750;0,0809743;0,00131774;0,0796566
19;4;1600;640;17750;0,0823271;0,00138092;0,0809462
20;4;1600;640;17750;0,0832551;0,00133181;0,0819232
