i;N_THREADS;n_obj;max_weight;max_value;time;seq_time;par_time
1;8;400;160;2605;0,0722106;0,000449419;0,0717611
2;8;400;160;2605;0,069936;0,000405788;0,0695302
3;8;400;160;2605;0,067739;0,00045681;0,0672822
4;8;400;160;2605;0,0701981;0,000435352;0,0697627
5;8;400;160;2605;0,0696247;0,000437975;0,0691867
6;8;400;160;2605;0,0701571;0,000484705;0,0696723
7;8;400;160;2605;0,0714927;0,000444412;0,0710483
8;8;400;160;2605;0,0687196;0,000439882;0,0682797
9;8;400;160;2605;0,0691836;0,000453472;0,0687301
10;8;400;160;2605;0,0713282;0,000450134;0,070878
11;8;400;160;2605;0,069047;0,00044179;0,0686052
12;8;400;160;2605;0,0695987;0,000408649;0,06919
13;8;400;160;2605;0,068881;0,000466585;0,0684144
14;8;400;160;2605;0,0696657;0,000436783;0,0692289
15;8;400;160;2605;0,0676856;0,000419617;0,067266
16;8;400;160;2605;0,0676615;0,000437737;0,0672238
17;8;400;160;2605;0,0687845;0,00043726;0,0683472
18;8;400;160;2605;0,0685921;0,000441551;0,0681505
19;8;400;160;2605;0,067661;0,000439644;0,0672214
20;8;400;160;2605;0,0679314;0,000439882;0,0674915
